Title,Company,Location,Experience,Description,Apply Link,Tags,Posted
Python Full Stack Developer - Django/Flask/FastAPI,Qcentrio,Hyderabad,4-8 Yrs,Strong Python programming experience. . - Experience with Django and either Flask or Fa...,https://www.naukri.com/job-listings-python-full-stack-developer-django-flask-fastapi-qcentrio-private-limited-hyderabad-4-to-8-years-120625919820,"Python, Azure, NoSQL, Cloud Services, Django, Full Stack, FastAPI, API",3 weeks ago
Python Full Stack Developer - Django/Flask/FastAPI,Qcentrio,Thiruvananthapuram,4-8 Yrs,Strong Python programming experience. . - Experience with Django and either Flask or Fa...,https://www.naukri.com/job-listings-python-full-stack-developer-django-flask-fastapi-qcentrio-private-limited-thiruvananthapuram-4-to-8-years-120625919819,"Python, Azure, NoSQL, Cloud Services, Django, Full Stack, FastAPI, API",3 weeks ago
Python Full Stack Developer - Django/Flask/FastAPI,Qcentrio,Bhubaneswar,4-8 Yrs,"The ideal candidate will also have hands-on experience with SQL databases, familiarity ...",https://www.naukri.com/job-listings-python-full-stack-developer-django-flask-fastapi-qcentrio-private-limited-bhubaneswar-4-to-8-years-120625910985,"Python, Azure, NoSQL, Cloud Services, Django, FastAPI, API, React.js",3 weeks ago
Python Full Stack Developer - Django/Flask/FastAPI,Qcentrio,Surat,4-8 Yrs,Experience : 5+ Yrs into Python Developer. Notice Period : Immediate - 30 daysThe ideal...,https://www.naukri.com/job-listings-python-full-stack-developer-django-flask-fastapi-qcentrio-private-limited-surat-4-to-8-years-120625910984,"Python, Azure, NoSQL, Cloud Services, Django, FastAPI, API, React.js",3 weeks ago
Python Full Stack Developer - Django/Flask/FastAPI,Qcentrio,Noida,4-8 Yrs,Experience : 5+ Yrs into Python Developer. Notice Period : Immediate - 30 daysThe ideal...,https://www.naukri.com/job-listings-python-full-stack-developer-django-flask-fastapi-qcentrio-private-limited-noida-4-to-8-years-120625910979,"Python, Azure, NoSQL, Cloud Services, Django, FastAPI, API, React.js",3 weeks ago
Python Full Stack Developer - Django/Flask/FastAPI,Qcentrio,Lucknow,4-8 Yrs,Experience : 5+ Yrs into Python Developer. Notice Period : Immediate - 30 daysThe ideal...,https://www.naukri.com/job-listings-python-full-stack-developer-django-flask-fastapi-qcentrio-private-limited-lucknow-4-to-8-years-120625910978,"Python, Azure, NoSQL, Cloud Services, Django, FastAPI, API, React.js",3 weeks ago
"Associate Staff engineer, Python (FastApi)",Nagarro,Gurugram,5-7 Yrs,"Proven experience in designing, deploying, implementing, and maintaining software solut...",https://www.naukri.com/job-listings-associate-staff-engineer-python-fastapi-nagarro-gurugram-5-to-7-years-120625019939,"Aws Lambda, Python, Fast Api, API, AWS, Lambda Expressions",3 weeks ago
Fastapi Python developer ( Backend developer ),IT Services & Consulting,"Mumbai, Delhi / NCR, Bengaluru",8-10 Yrs,"Location: Remote / Pan India, hyderabad, ahmedabad, pune, chennai, kolkata.ISource Serv...",https://www.naukri.com/job-listings-fastapi-python-developer-backend-developer-iospl-technology-services-private-limited-mumbai-delhi-ncr-bengaluru-8-to-10-years-200625930203,"FastAPI, Python, object-oriented programming, NoSQL, Database management, troubleshooting, debugging, API design",2 weeks ago
Software Development Engineer,Evigway Technologies,Hyderabad,2-7 Yrs,"Required Qualifications : . Bachelors degree in Computer Science, Software Engineering,...",https://www.naukri.com/job-listings-software-development-engineer-evigway-technologies-hyderabad-2-to-7-years-040725033416,"Docker, MongoDB, Node.Js, Angular, Nestjs, Postgresql, Electronjs, Python",1 day ago
Urgent Opening For Sr.Python Developer,Geotech Infoservices,Kolkata,4-9 Yrs,We are looking for a passionate Senior Python developer to join our team at GeoTech Inf...,https://www.naukri.com/job-listings-urgent-opening-for-sr-python-developer-geotech-infoservices-kolkata-4-to-9-years-300525036542,"Django, FastApi, Python, Flask, Rest Api Development, API, Rest, Development",1 day ago
Python Developer,Sirican,Udaipur,1-4 Yrs,"The ideal candidate should be passionate about building efficient, scalable backend sys...",https://www.naukri.com/job-listings-python-developer-sirican-udaipur-1-to-4-years-050725500787,"Performance tuning, Automation, Database design, Postgresql, MySQL, Debugging, Unit testing, Analytics",Few hours ago
Python Developer,Diverse Lynx,Hyderabad,2-7 Yrs,"Required Qualifications: . Bachelors degree in Computer Science, Engineering, or a rela...",https://www.naukri.com/job-listings-python-developer-diverse-lynx-hyderabad-2-to-7-years-040725502640,"Front end, Testing tools, Postgresql, MySQL, Javascript, HTML, Unit testing, SQL",1 day ago
Sr. Backend Developer,Uplers,"Hybrid - Pune, Noida, Gurugram",3-5 Yrs,"Shift : 9:30 AM to 6:30 PM IST. Requirements: . Bachelors degree in Computer Science, E...",https://www.naukri.com/job-listings-sr-backend-developer-uplers-noida-pune-gurugram-3-to-5-years-120625018265,"Python, Backend Development, NoSQL, Django, Flask, SQL, Backend, Development",3 weeks ago
Python Developer (Django/Flask/Fast API) - Only Male candidates,AM Infoweb,Pune(Kalyani Nagar),2-7 Yrs,"Experience: Minimum of 2 years of professional experience in Python development, with h...",https://www.naukri.com/job-listings-python-developer-django-flask-fast-api-only-male-candidates-am-infoweb-pune-2-to-7-years-130625022873,"Django Framework, CSS, Fast Api, Javascript, HTML, Flask, Development, Python",3 weeks ago
Full stack Python Developer (FE+BE+Serverless),Merkle Science,"Pune, Gurugram",3-5 Yrs,We are seeking a Full Stack Python Developer with strong experience in both frontend an...,https://www.naukri.com/job-listings-full-stack-python-developer-fe-be-serverless-merkle-science-pune-gurugram-3-to-5-years-040625500760,"Computer science, Backend, GIT, Coding, Django, Javascript, Active directory, Agile",3+ weeks ago
Data Scientist/Senior Data Scientist,Neal Analytics,"Pune, Mumbai, Chennai, Gurugram, Bengaluru",4-9 Yrs,Demonstrate excellent communication skills and the ability to work effectively in a tea...,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-neal-analytics-mumbai-pune-chennai-gurugram-bengaluru-4-to-9-years-200824500665,"GIT, GCP, Analytical, Software development life cycle, Workflow, Application development, Natural language processing, Open source",3+ weeks ago
Data Scientist/Senior Data Scientist_ Gen AI,Neal Analytics,"Pune, Noida, Mumbai, Chennai, Gurugram, Bengaluru",4-7 Yrs,Demonstrate excellent communication skills and the ability to work effectively in a tea...,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-gen-ai-neal-analytics-noida-mumbai-pune-chennai-gurugram-bengaluru-4-to-7-years-150425501718,"GIT, GCP, Analytical, Software development life cycle, Workflow, Application development, Natural language processing, Open source",3+ weeks ago
"API / Data Engineer (Python, PosgreSQL, API's, AWS)",Turing Global India,Remote,3-7 Yrs,"Experience with Python, PostgreSQL, API engineering, and AWS. Strong knowledge of SQLAl...",https://www.naukri.com/job-listings-api-data-engineer-python-posgresql-api-s-aws-turing-remote-3-to-7-years-140125507551,"Interpersonal skills, Investment research, Postgresql, market data, Management, AWS, Python, Investment",3+ weeks ago
Full stack Python Developer (FE+BE+Serverless),Merkle B2b,"Pune, Gurugram",3-5 Yrs,"Time Type: Full timeBachelor s degree in computer science, Computer Engineering, or a r...",https://www.naukri.com/job-listings-full-stack-python-developer-fe-be-serverless-merkle-inc-pune-gurugram-3-to-5-years-300425500648,"Backend, GIT, Coding, Django, Javascript, Active directory, Agile, application architecture",3+ weeks ago
Full stack Python Developer (FE+BE+Serverless),Merkle Science,"Pune, Gurugram",3-5 Yrs,"Time Type: Full timeBachelor s degree in computer science, Computer Engineering, or a r...",https://www.naukri.com/job-listings-full-stack-python-developer-fe-be-serverless-merkle-science-pune-gurugram-3-to-5-years-300425500427,"Backend, GIT, Coding, Django, Javascript, Active directory, Agile, application architecture",3+ weeks ago
Python engineer,Sourceright Technologies,Pune,2-4 Yrs,We are looking for a talented Python Engineer with 2-4 years of experience to join...,https://www.naukri.com/job-listings-python-engineer-sourceright-technologies-india-private-limited-pune-2-to-4-years-280425501775,"Computer science, Front end, Version control, GIT, Django, Javascript, HTML, SQL",3+ weeks ago
Software Development Engineer- II (Python),Gruve,Pune,4-5 Yrs,"Knowledge of CI / CD practices and tools like Jenkins, GitLab CI, or CircleCI. Bachelor...",https://www.naukri.com/job-listings-software-development-engineer-ii-python-gruve-pune-4-to-5-years-210525500916,"Computer science, Automation, Postgresql, MySQL, Debugging, Agile, Data structures, Asset management",3+ weeks ago
Full Stack Engineer,Turing Global India,Remote,4-8 Yrs,"Bachelor s / Master s degree in Engineering, Computer Science (or equivalent experience...",https://www.naukri.com/job-listings-full-stack-engineer-turing-remote-4-to-8-years-140125509272,"Architect, Incharge, Web technologies, Postgresql, Architecting, AWS, Supervision, Python",3+ weeks ago
Back-End Developer,Turing Global India,Remote,3-7 Yrs,"Build, test, and maintain back-end API endpoints with Python / Django microservices, as...",https://www.naukri.com/job-listings-back-end-developer-turing-remote-3-to-7-years-140125505415,"Selection process, Backend, Postgresql, Django, Architectural design, Javascript, Python, microservices",3+ weeks ago
Sr./Lead AI/ML Engineer,Armakuni,Ahmedabad,3-7 Yrs,". Proficiency in Python and ML frameworks such as Langchain, Langfuse, LLAMA Index, Lan...",https://www.naukri.com/job-listings-sr-lead-ai-ml-engineer-armakuni-ahmedabad-3-to-7-years-100325501087,"deep learning, Computer vision, data science, Time series analysis, Postgresql, Machine learning, Forecasting, AWS",3+ weeks ago
Software Engineer - Python,Brainerhub,Ahmedabad,3-8 Yrs,"Skillset : Python, Django, Flask, Fast API, ML, AI, LLM, NLP, Angular/React/Vue. ...",https://www.naukri.com/job-listings-software-engineer-python-brainerhub-solutions-ahmedabad-3-to-8-years-070325502181,"Front end, Postgresql, MySQL, SQLite, Machine learning, MongoDB, Data mining, SQL",3+ weeks ago
Full stack Python Developer (FE+BE+Serverless),Merkle B2b,"Pune, Gurugram",3-5 Yrs,We are seeking a Full Stack Python Developer with strong experience in both frontend an...,https://www.naukri.com/job-listings-full-stack-python-developer-fe-be-serverless-merkle-inc-pune-gurugram-3-to-5-years-040625501153,"Computer science, Backend, GIT, Coding, Django, Javascript, Active directory, Agile",3+ weeks ago
